date;Industrial Production: Total Index;Industrial Production: Manufacturing;Industrial Production: Mining: Mining;Industrial Production: Utilities: Electric and Gas Utilities;Capacity Utilization: Total Index;Capacity Utilization: Manufacturing;Capacity Utilization: Mining;Capacity Utilization: Utilities: Electric and Gas Utilities
2018-10-01;103,9397;101,3708;117,8951;106,1615;80,2713;78,4569;90,0717;81,4182
2018-11-01;104,0007;101,103;118,5878;107,8526;80,2728;78,2759;90,1902;82,6534
2018-12-01;103,9946;101,4194;120,4592;103,1922;80,2161;78,5481;91,1517;79,0188
2019-01-01;103,373;100,5406;119,8562;104,4371;79,6792;77,8957;90,1912;79,904
2019-02-01;102,8292;100,0431;118,1983;104,8783;79,2011;77,5418;88,4084;80,1692
2019-03-01;102,8286;99,7341;118,5448;106,7617;79,1387;77,3362;88,0939;81,5304
2019-04-01;102,2481;99,1305;120,9637;102,9116;78,626;76,9026;89,2679;78,5088
2019-05-01;102,4192;99,1784;121,0869;104,1053;78,6889;76,9755;88,7013;79,3306
2019-06-01;102,4893;99,6008;122,0331;100,668;78,6717;77,34;88,7023;76,6182
2019-07-01;102,0236;98,9197;119,7746;103,9146;78,2415;76,8466;86,3608;78,9855
2019-08-01;102,7754;99,5758;122,6931;103,1342;78,7426;77,3902;87,7353;78,2807
2019-09-01;102,5315;98,9311;123,0956;105,3074;78,4845;76,9232;87,3175;79,8079
2019-10-01;101,6022;98,0042;122,4687;104,2514;77,7075;76,2363;86,2125;78,8782
2019-11-01;102,148;98,8563;120,1577;105,5904;78,0665;76,9342;84,0002;79,7521
2019-12-01;101,884;98,9631;120,5794;102,1912;77,8163;77,054;83,7867;77,0431
2020-01-01;101,3768;98,7616;120,675;99,1474;77,3913;76,9354;83,4325;74,6048
2020-02-01;101,633;98,9396;119,2226;101,6933;77,5663;77,1175;82,1334;76,3687
2020-03-01;97,6672;94,359;118,7186;99,521;74,5352;73,5926;81,611;74,5848
2020-04-01;84,5979;79,7607;102,9611;100,3792;64,5714;62,2487;70,7354;75,0714
2020-05-01;85,9732;83,2547;89,6208;98,3971;65,6487;65,0245;61,6412;73,4346
2020-06-01;91,5625;89,6775;91,9365;100,4361;69,9664;70,1001;63,4269;74,7987
2020-07-01;95,0144;92,8854;96,8934;104,5185;72,6784;72,6761;67,1858;77,6778
2020-08-01;95,8881;94,2662;97,1715;102,3597;73,4452;73,8331;67,8543;75,9192
2020-09-01;95,8444;94,2979;98,1807;101,0764;73,5298;73,94;69,151;74,8185
2020-10-01;96,4292;95,0698;97,0674;101,9191;74,1142;74,6327;69,0496;75,2955
2020-11-01;96,8564;95,6313;100,8088;98,4558;74,5927;75,1647;72,5027;72,5976
2020-12-01;97,9754;96,2276;101,3489;104,1093;75,6169;75,7272;73,7503;76,6224
2021-01-01;98,7836;97,2291;103,8388;101,8887;76,4136;76,6117;76,4975;74,8505
2021-02-01;95,3744;93,4086;95,0082;107,5578;73,9408;73,6912;70,8382;78,87
2021-03-01;98,1351;96,2212;105,4105;101,5196;76,2498;76,0004;79,5311;74,3062
2021-04-01;98,2886;96,3385;105,5071;102,1216;76,5375;76,1811;80,536;74,612
2021-05-01;99,1508;97,3609;106,5645;101,5981;77,3697;77,0724;82,2274;74,0941
2021-06-01;99,5096;97,3052;106,9817;105,1726;77,7972;77,1028;83,3498;76,558
2021-07-01;100,1231;98,2952;107,4984;103,0394;78,4064;77,9515;84,4351;74,8632
2021-08-01;100,1255;98,0162;107,8188;104,878;78,5176;77,7823;85,2423;76,0514
2021-09-01;99,0614;97,1413;105,617;103,9478;77,7675;77,1261;83,9104;75,2257
2021-10-01;100,3045;98,4407;109,3269;101,3195;78,8064;78,1833;87,1558;73,1714
2021-11-01;101,1971;99,2853;109,8534;103,1336;79,5489;78,867;87,7586;74,3212
2021-12-01;100,886;99,2354;110,0766;100,0146;79,3243;78,8279;88,0156;71,9138
2022-01-01;101,0227;98,6743;108,3229;108,4605;79,4322;78,3715;86,6004;77,809
2022-02-01;101,6766;99,8273;107,9322;106,8418;79,9253;79,2646;86,2007;76,4661
2022-03-01;102,478;100,6333;110,6254;104,6333;80,5162;79,8714;88,2011;74,7027
2022-04-01;102,7953;100,7696;111,1315;106,0629;80,7112;79,9377;88,4051;75,5348
2022-05-01;102,7769;100,3862;112,2857;106,9685;80,6275;79,5833;89,092;75,9845
2022-06-01;102,6863;99,9576;113,8698;106,7159;80,4742;79,186;90,1018;75,6054
2022-07-01;103,1328;100,1859;115,502;106,8803;80,7318;79,3033;91,1512;75,5191
2022-08-01;103,2344;100,379;115,7788;105,9957;80,7118;79,3875;91,1509;74,6902
2022-09-01;103,5283;100,6212;117,1892;104,9233;80,8369;79,506;92,0721;73,7301
2022-10-01;103,4114;100,7545;117,3849;102,4057;80,6377;79,5345;92,069;71,7591
2022-11-01;103,0707;100,0038;116,6132;105,8364;80,2626;78,8626;91,3407;73,9525
2022-12-01;101,4848;97,905;114,2881;109,2204;78,9195;77,1281;89,4312;76,0994
2023-01-01;102,5478;99,5339;118,7153;101,3425;79,6374;78,329;92,8367;70,4086
2023-02-01;102,5671;99,8813;117,5226;100,5087;79,5454;78,5187;91,8756;69,6287
2023-03-01;102,6592;99,0728;118,0448;106,7805;79,5118;77,7992;92,2835;73,7608
2023-04-01;103,1512;99,9295;118,7351;104,2979;79,79;78,3872;92,8498;71,8397
2023-05-01;102,924;99,7758;118,3656;103,7038;79,5144;78,1815;92,6094;71,2261
2023-06-01;102,3002;99,0882;119,1207;102,0167;78,9361;77,5576;93,2677;69,8665
2023-07-01;103,19;99,4553;120,0027;106,9698;79,5299;77,76;94,0381;73,0507
2023-08-01;103,1141;99,3527;119,3508;107,7226;79,3823;77,5954;93,6097;73,357
2023-09-01;103,2974;99,535;120,317;107,0417;79,4371;77,6538;94,4477;72,6882
2023-10-01;102,5683;98,8828;119,4838;105,8955;78,7929;77,0617;93,8693;71,7074
2023-11-01;102,9049;99,3438;118,9746;106,2382;78,9696;77,3378;93,5394;71,7375
2023-12-01;102,5658;99,3508;119,8505;101,9617;78,6293;77,2606;94,2926;68,6571
2024-01-01;101,724;98,0789;114,2997;109,7486;77,8775;76,162;89,8848;73,6824
2024-02-01;102,5863;99,4971;118,8748;102,1244;78,4495;77,1646;93,5057;68,3676
2024-03-01;102,4458;99,4165;118,4511;101,8681;78,2508;77,0003;93,1729;67,9996
2024-04-01;102,4547;99,0054;117,6185;106,0357;78,1624;76,578;92,4939;70,5768
2024-05-01;103,3284;99,848;117,9183;107,7808;78,7287;77,1232;92,6897;71,5289
